Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount,ObjectId
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Premium Pay,1571,Court premium pay - Uniform,0,4782
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Premium Pay,1574,Lieutime premium pay - Uniform,0,4783
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Premium Pay,1582,Overtime premium pay - Civilian,0,4784
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Premium Pay,1583,Callback premium pay - Civilian,0,4785
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Premium Pay,1584,Lieutime premium pay - Civilian,0,4786
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Salaries,1503,Regular salaries - Uniform Sr. Officer,398700,4787
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Salaries,1504,Regular salaries - Uniform,0,4788
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Salaries,1505,Regular salaries - Civilian A,0,4789
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Salaries,1532,Alternate rate - Uniform Sr. Officer,0,4790
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Salaries,1534,Alternate rate - Civilian A,0,4791
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4084,Public relations / promotions,400,4792
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4230,Business travel - other expenses,2500,4793
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4255,Conferences / seminars,900,4794
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4312,Courses / seminars,1500,4795
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4341,Clothing reimbursement,0,4796
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4760,Membership fees,0,4797
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4770,Parking expenses,100,4798
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4811,Wireless services,1500,4799
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Services,4815,Courier services,0,4800
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1573,Callback premium pay - Uniform,0,4801
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),EM&P Summary,Public Safety Unit,Services,4084,Public relations / promotions,2000,4802
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1574,Lieutime premium pay - Uniform,0,4803
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1581,Court premium pay - Civilian,0,4804
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1582,Overtime premium pay - Civilian,44900,4805
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1583,Callback premium pay - Civilian,37500,4806
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1584,Lieutime premium pay - Civilian,239600,4807
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1592,Overtime premium pay - Contract,0,4808
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1593,Callback premium pay - Contract,0,4809
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Premium Pay,1594,Lieutime premium pay - Contract,0,4810
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Revenues,7650,IDR - Police,0,4811
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Revenues,8017,Provincial funding - Court Services,-43810200,4812
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Revenues,8519,Recoveries - Prisoner Return,-930000,4813
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Revenues,9028,Subpoena,0,4814
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Revenues,9030,Miscellaneous revenues,0,4815
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1502,Regular salaries - Civilian Sr. Officer,280700,4816
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1503,Regular salaries - Uniform Sr. Officer,311100,4817
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1504,Regular salaries - Uniform,524500,4818
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1505,Regular salaries - Civilian A,5153200,4819
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1507,Regular salaries - Civilian C,50556900,4820
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1513,Temporary - long-term,0,4821
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1514,Temporary - short-term,0,4822
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1519,Regular salaries - Civilian D (part-time court officers),0,4823
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1531,Alternate rate - Civilian Sr. Officer,0,4824
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1532,Alternate rate - Uniform Sr. Officer,0,4825
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1533,Alternate rate - Uniform,3100,4826
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1534,Alternate rate - Civilian A,17400,4827
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1536,Alternate rate - Civilian C,317700,4828
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1538,Alternate rate - Other,0,4829
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1542,Statutory Holiday - Civilian A,0,4830
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1544,Statutory Holiday - Civilian C,0,4831
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1545,Statutory Holiday - Other,0,4832
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1551,Shift Bonus - Uniform,0,4833
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1552,Shift Bonus - Civilian A,4100,4834
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1554,Shift Bonus - Civilian C,96500,4835
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1556,Shift Bonus - Other,0,4836
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Salaries,1564,Maternal/Parental top up - Civilian,0,4837
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Services,4084,Public relations / promotions,400,4838
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Services,4140,Prisoners' meals,458000,4839
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Services,4141,Return of prisoners,0,4840
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Services,4225,Business travel - public transit,0,4841
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Services,4230,Business travel - other expenses,0,4842
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Public Safety Operations (Pillar),Public Safety Operations,Court Services,Services,4255,Conferences / seminars,3100,4843
